,smiles,homo,lumo,gap,mol_wt,nhoh_ct,valence,mole_logp,tpsa,enthalpy
200,N=C1CC2CC2O1,-0.2483,0.0256,0.274,97.052763844,1,38,0.77247,33.08,-324.574471
201,O=COC1CCC1,-0.2763,0.0101,0.2864,100.052429496,0,40,0.7119,26.3,-345.659452
202,OC1CCC=CC1,-0.2402,0.0281,0.2682,98.07316494,1,40,1.0874,20.23,-309.728467
203,CCOC1CC1O,-0.2277,0.0739,0.3016,102.06807956,1,42,0.15609999999999996,29.46,-346.814428
204,CC12COC1CO2,-0.2441,0.0603,0.3044,100.052429496,0,40,0.17409999999999992,18.46,-345.604971
205,CC1OCCCO1,-0.2564,0.0933,0.3497,102.06807956,0,42,0.7693,18.46,-346.859863
206,OC1CC2NC2C1,-0.2441,0.0709,0.315,99.068413908,2,40,-0.5185000000000002,42.17,-325.759483
207,OC1COCC1=O,-0.2592,-0.0409,0.2183,102.031694052,1,40,-1.0534000000000001,46.53,-381.592022
208,CC12OC3C1OC23,-0.2436,0.0546,0.2982,98.036779432,0,38,-0.07510000000000017,18.46,-344.332312
209,NC1=NCCC1=O,-0.239,-0.0531,0.1859,98.048012812,2,38,-0.6836,55.449999999999996,-340.671285
210,CC12CC3C1CN23,-0.2257,0.1011,0.3268,95.073499288,0,38,0.4628,3.24,-288.540704
211,O=CCC1CCO1,-0.2459,-0.0229,0.223,100.052429496,0,40,0.36429999999999996,26.3,-345.632875
212,CC1COCCO1,-0.233,0.096,0.329,102.06807956,0,42,0.42169999999999996,18.46,-346.848544
213,COCC1CC1O,-0.2444,0.0793,0.3236,102.06807956,1,42,0.013600000000000001,29.46,-346.809169
214,CC1CCCCC1,-0.2876,0.0864,0.374,98.109550448,0,42,2.5866000000000007,0.0,-275.012191
215,CN1CC=CC1=O,-0.2368,-0.0264,0.2104,97.052763844,0,38,0.014599999999999946,20.310000000000002,-324.617097
216,O=C1CC2CC2O1,-0.2705,0.0094,0.2799,98.036779432,0,38,0.3218,26.3,-344.47737
217,N#CCN1CCC1,-0.2384,0.0225,0.261,96.06874825599999,0,38,0.21567999999999998,27.03,-304.674096
218,OC1CCOC1=O,-0.2735,0.001,0.2745,102.031694052,1,40,-0.7058,46.53,-381.625129
219,CC(=O)C1CCO1,-0.2348,-0.0169,0.2179,100.052429496,0,40,0.36429999999999996,26.3,-345.643738
220,CC1OC1CC#N,-0.2825,0.0296,0.3121,97.052763844,0,38,0.68738,36.32,-324.564658
221,O=C1COCC1=O,-0.2394,-0.104,0.1354,100.016043988,0,38,-0.8452000000000002,43.370000000000005,-380.395431
222,CN1CC11COC1,-0.2353,0.0687,0.304,99.068413908,0,40,-0.29920000000000013,12.24,-325.707532
223,CC1CC2CC12O,-0.2444,0.0808,0.3251,98.07316494,1,40,0.7771999999999999,20.23,-309.680877
224,CC12CC1OC2=O,-0.2735,0.0032,0.2767,98.036779432,0,38,0.3218,26.3,-344.447517
225,CCOC1CC1C,-0.24,0.093,0.3331,100.088815004,0,42,1.4313,9.23,-310.893329
226,OC12CCC1CC2,-0.2444,0.0766,0.321,98.07316494,1,40,0.9213,20.23,-309.684299
227,OC1CCCOC1,-0.2421,0.0714,0.3136,102.06807956,1,42,0.15769999999999995,29.46,-346.853079
228,O=C1CCCOC1,-0.2324,-0.0213,0.2111,100.052429496,0,40,0.3659,26.3,-345.668979
229,CC12CC1COC2,-0.2473,0.0928,0.3401,98.07316494,0,40,1.0428,9.23,-309.708704
230,CC1CC(O)C1=O,-0.2475,-0.0259,0.2217,100.052429496,1,40,-0.043800000000000006,37.3,-345.652035
231,CC1CCC=C1C,-0.2239,0.0359,0.2598,96.093900384,0,40,2.3626000000000005,0.0,-273.803607
232,OC1CC=CC1=O,-0.2473,-0.0559,0.1914,98.036779432,1,38,-0.12370000000000003,37.3,-344.477278
233,CC1=CCOCC1,-0.2335,0.0285,0.2619,98.07316494,0,40,1.353,9.23,-309.723786
234,CC1OC2CC12C,-0.2273,0.0827,0.3101,98.07316494,0,40,1.1837,9.23,-309.676374
235,CC12COCC1N2,-0.2445,0.0925,0.337,99.068413908,1,40,-0.25290000000000007,31.17,-325.753541
236,N=C1OCOC1=N,-0.2827,-0.0445,0.2383,100.027277368,2,38,-0.054760000000000086,66.16,-376.580245
237,OC12CC1NC2=O,-0.2401,0.0034,0.2435,99.0320284,2,38,-1.3804000000000003,49.33,-360.485663
238,CC#CC1CN1C,-0.219,0.0421,0.2611,95.073499288,0,38,0.3237,3.01,-288.576021
239,C#CCC1COC1,-0.2477,0.0462,0.2939,96.057514876,0,38,0.6561,9.23,-308.450752
240,CC1CC(C)C1O,-0.2489,0.0614,0.3103,100.088815004,1,42,1.0231999999999999,20.23,-310.903798
241,O=C1COCCN1,-0.2373,0.0272,0.2644,101.047678464,1,40,-0.8672,38.33,-361.738033
242,CC12OC3C1NC23,-0.2359,0.0623,0.2982,97.052763844,1,38,-0.5021000000000002,21.259999999999998,-324.456113
243,CC12CN3CC1C23,-0.2193,0.0852,0.3045,95.073499288,0,38,0.32030000000000003,3.24,-288.557964
244,CC12CC3CC1C23,-0.2384,0.1023,0.3407,94.07825032,0,38,1.6622999999999999,0.0,-272.530775
245,OC1C2OC1C2=O,-0.2598,-0.0317,0.2281,100.016043988,1,38,-1.3026000000000002,46.53,-380.310022
246,OC1CC2CN2C1,-0.2212,0.0711,0.2923,99.068413908,1,40,-0.5648,23.240000000000002,-325.747222
247,CC#CC1OC1C,-0.244,0.0303,0.2743,96.057514876,0,38,0.7969999999999999,12.53,-308.468773
248,CC1CCCOC1,-0.2418,0.0872,0.329,100.088815004,0,42,1.4329,9.23,-310.929397
249,CC1=CC2CC1O2,-0.2247,0.0101,0.2348,96.057514876,0,38,1.1038000000000001,9.23,-308.466388
250,CC1CC2CC1O2,-0.2425,0.0913,0.3338,98.07316494,0,40,1.1837,9.23,-309.695677
251,CC1CC1C(C)=O,-0.2399,-0.0096,0.2303,98.07316494,0,40,1.2314,17.07,-309.728138
252,OC1CC11CCC1,-0.2473,0.0807,0.328,98.07316494,1,40,0.9213,20.23,-309.678196
253,CC1CN1C(C)=O,-0.2409,0.0147,0.2556,99.068413908,0,40,0.2370000000000001,20.08,-325.777109
254,CCN=C1CCO1,-0.247,0.0312,0.2782,99.068413908,0,40,0.8251000000000001,21.59,-325.766704
255,CC1CCOC1C,-0.242,0.0788,0.3208,100.088815004,0,42,1.4313,9.23,-310.926639
256,O=C1CN2CC1C2,-0.2197,-0.0129,0.2069,97.052763844,0,38,-0.4990999999999999,20.310000000000002,-324.546091
257,OC1CC1NC=O,-0.2369,0.0338,0.2706,101.047678464,2,40,-1.1344000000000003,49.33,-361.704996
258,O=C1CC=CC1=O,-0.2347,-0.0951,0.1396,96.021129368,0,36,0.08449999999999996,34.14,-343.285127
259,CN1C2CC1C2O,-0.1989,0.0725,0.2713,99.068413908,1,40,-0.5664000000000002,23.47,-325.676433
260,C1C2CC=CC1O2,-0.2333,0.0066,0.2399,96.057514876,0,38,1.1038,9.23,-308.494815
261,OC1C2OC1C2O,-0.2539,0.0494,0.3034,102.031694052,2,40,-1.5108000000000001,49.69,-381.499696
262,N=C1NC=CC1=O,-0.2342,-0.0785,0.1557,96.032362748,2,36,-0.35033000000000003,52.95,-339.457014
263,O=C1COCCO1,-0.2559,0.006,0.2619,102.031694052,0,40,-0.4401999999999999,35.53,-381.609248
264,CC1CC1CC#N,-0.2898,0.0384,0.3283,95.073499288,0,38,1.55608,23.79,-288.639704
265,CC1=C(C)CCC1,-0.2147,0.0398,0.2545,96.093900384,0,40,2.5067000000000004,0.0,-273.808581
266,CC1OC1CC#C,-0.259,0.0516,0.3105,96.057514876,0,38,0.7969999999999999,12.53,-308.456732
267,CC12NC1CC2=O,-0.2347,-0.0135,0.2212,97.052763844,1,38,-0.31030000000000024,39.010000000000005,-324.544148
268,CC1OCCC1O,-0.2374,0.0646,0.302,102.06807956,1,42,0.15609999999999996,29.46,-346.852165
269,CC1CC(O)C1C,-0.251,0.0742,0.3251,100.088815004,1,42,1.0231999999999999,20.23,-310.903794
270,O=C1NC=CC1=O,-0.2435,-0.0954,0.148,97.016378336,1,36,-0.8010000000000002,46.17,-359.355405
271,CC1N=CNC1=N,-0.2315,-0.0035,0.228,97.06399722399999,2,38,-0.016330000000000067,48.24,-320.777578
272,CC1N(C)CC1=O,-0.2291,-0.0213,0.2078,99.068413908,0,40,-0.11060000000000003,20.310000000000002,-325.762931
273,OC1C2OCC12O,-0.2346,0.0545,0.2891,102.031694052,2,40,-1.5092000000000003,49.69,-381.517019
274,O=C1CCCC1=O,-0.2314,-0.088,0.1434,98.036779432,0,38,0.3085,34.14,-344.486872
275,O=C1NC2CC2N1,-0.2336,0.0508,0.2843,98.048012812,2,38,-0.5599000000000001,41.13,-340.658041
276,CC1OCOC1=O,-0.2742,0.0009,0.2751,102.031694052,0,40,-0.09420000000000006,35.53,-381.622839
277,CC1=CC2NC2C1,-0.2221,0.0216,0.2438,95.073499288,1,38,0.6768000000000001,21.94,-288.6216
278,CC(C)C1COC1,-0.2416,0.071,0.3126,100.088815004,0,42,1.2888,9.23,-310.895102
279,OC1CC1CC#C,-0.2529,0.0614,0.3143,96.057514876,1,38,0.3905,20.23,-308.453652
280,C1CC2(C1)CCO2,-0.2371,0.0764,0.3135,98.07316494,0,40,1.3294000000000001,9.23,-309.685573
281,NC(=O)C1CCC1,-0.2421,0.0292,0.2713,99.068413908,2,40,0.2717999999999996,43.09,-325.796038
282,NC(=O)N1CCC1,-0.2335,0.056,0.2894,100.063662876,2,40,-0.22920000000000007,46.330000000000005,-341.851641
283,OC1COC=NC1,-0.2494,0.0238,0.2733,101.047678464,1,40,-0.5942000000000001,41.82,-361.710182
284,CC1OC(=O)C1C,-0.2678,0.0133,0.281,100.052429496,0,40,0.5678,26.3,-345.68488
285,OC1CCCC=C1,-0.2416,0.0165,0.2581,98.07316494,1,40,1.0874,20.23,-309.727674
286,O=C1CCCNC1,-0.2122,-0.0149,0.1973,99.068413908,1,40,-0.0611000000000001,29.1,-325.791364
287,O=C1CCC=CC1,-0.2363,-0.0119,0.2244,96.057514876,0,38,1.2955999999999999,17.07,-308.548211
288,CC1CC2CC2C1,-0.2578,0.0823,0.3401,96.093900384,0,40,2.0524,0.0,-273.781568
289,OC12CC1CC2=O,-0.2363,-0.0111,0.2253,98.036779432,1,38,-0.28980000000000006,37.3,-344.429181
290,OC1CC2CC2C1,-0.2569,0.0748,0.3318,98.07316494,1,40,0.7772,20.23,-309.710922
291,O=C1CCOC1=O,-0.2572,-0.085,0.1722,100.016043988,0,38,-0.49760000000000004,43.370000000000005,-380.431123
292,CC1CN1CCO,-0.2281,0.0871,0.3152,101.084063972,1,42,-0.3172000000000001,23.240000000000002,-326.930942
293,CC1CCOC1=O,-0.2629,0.015,0.2779,100.052429496,0,40,0.5694,26.3,-345.702491
294,CC1OC(C)C1C,-0.2377,0.0821,0.3199,100.088815004,0,42,1.4297,9.23,-310.906862
295,OC12CC3C1OC23,-0.2301,0.07,0.3,98.036779432,1,38,-0.48160000000000003,29.46,-344.344489
296,CN1CC(O)C1=O,-0.244,0.0238,0.2678,101.047678464,1,40,-1.1807,40.54,-361.717743
297,CC(O)C1CCC1,-0.2609,0.0762,0.3371,100.088815004,1,42,1.1673,20.23,-310.902035
298,O=C1OC2CC1C2,-0.2634,0.0128,0.2762,98.036779432,0,38,0.3218,26.3,-344.463269
299,CC(C)C1CC1C,-0.2631,0.0867,0.3498,98.109550448,0,42,2.2984,0.0,-274.97494
300,COCC1CCO1,-0.2453,0.0755,0.3208,102.06807956,0,42,0.4217000000000001,18.46,-346.810556
301,O=C1CCCCO1,-0.2574,0.0139,0.2713,100.052429496,0,40,0.7135,26.3,-345.695959
302,CCCC1CCC1,-0.2835,0.0895,0.373,98.109550448,0,42,2.5866000000000007,0.0,-274.975604
303,C1C2CC1COC2,-0.2449,0.0834,0.3284,98.07316494,0,40,1.0428,9.23,-309.699418
304,OC1CCOC1=N,-0.2693,0.0189,0.2882,101.047678464,2,40,-0.25513,53.31,-361.724689
305,CC1OC11COC1,-0.2527,0.0694,0.3221,100.052429496,0,40,0.17409999999999992,21.759999999999998,-345.60342
306,CC12COC1C2O,-0.2338,0.059,0.2928,100.052429496,1,40,-0.23400000000000004,29.46,-345.596011
307,CC1CC2OC2C1,-0.2547,0.0908,0.3455,98.07316494,0,40,1.1837,12.53,-309.712728
308,N=C1NCCC1=O,-0.2387,-0.0521,0.1866,98.048012812,2,38,-0.4739300000000002,52.95,-340.655911
309,OC1CCOCC1,-0.2494,0.0785,0.3279,102.06807956,1,42,0.15769999999999995,29.46,-346.854046
310,CC12COCC1O2,-0.2523,0.0931,0.3454,100.052429496,0,40,0.17409999999999992,21.759999999999998,-345.634563
311,O=C1NC2CC2O1,-0.2547,0.0455,0.3002,99.0320284,1,38,-0.13290000000000002,38.33,-360.534497
312,CC12CC1C=CC2,-0.2226,0.0252,0.2478,94.07825032,0,38,1.9725,0.0,-272.57978
313,CC(O)C1CC1C,-0.2554,0.0773,0.3327,100.088815004,1,42,1.0232,20.23,-310.900444
314,C1C2CC1N=CO2,-0.2483,0.0166,0.2649,97.052763844,0,38,0.5759000000000001,21.59,-324.562719
315,CC12OCC1C2O,-0.233,0.0665,0.2995,100.052429496,1,40,-0.23400000000000004,29.46,-345.600572
316,CC1NC(C)C1=O,-0.241,-0.0222,0.2188,99.068413908,1,40,-0.06430000000000025,29.1,-325.770975
317,CC1OC1C(N)=O,-0.2483,0.0147,0.263,101.047678464,2,40,-0.7410000000000001,55.62,-361.723275
318,CN1CC1CC#C,-0.2271,0.0507,0.2777,95.073499288,0,38,0.3237,3.01,-288.561695
319,CC12CC1CCO2,-0.2241,0.0887,0.3127,98.07316494,0,40,1.1853,9.23,-309.707614
320,OC12CC1OC2=O,-0.2686,-0.0049,0.2637,100.016043988,1,38,-0.9534,46.53,-380.365332
321,CC1CC1CCO,-0.2608,0.0816,0.3424,100.088815004,1,42,1.0248,20.23,-310.894138
322,NC(=O)C1CCO1,-0.2354,0.0295,0.2649,101.047678464,2,40,-0.7394000000000001,52.32000000000001,-361.719759
323,OC1COCC1O,-0.2502,0.0524,0.3026,104.047344116,2,42,-1.2616,49.69,-382.774446
324,CC12NC3C1OC23,-0.2351,0.0602,0.2954,97.052763844,1,38,-0.5021000000000002,21.259999999999998,-324.454152
325,CC1=NC2CC2O1,-0.2379,0.0233,0.2611,97.052763844,0,38,0.5759000000000001,21.59,-324.575119
326,O=C1CNCCO1,-0.2295,0.0112,0.2407,101.047678464,1,40,-0.8672,38.33,-361.730988
327,OC1CNCC1=O,-0.234,-0.0338,0.2002,101.047678464,2,40,-1.4804000000000002,49.33,-361.71446
328,CC1NC1C(N)=O,-0.2408,0.0232,0.264,100.063662876,3,40,-1.1679999999999997,65.03,-341.835044
329,OC1C2CC1C2O,-0.2502,0.0761,0.3263,100.052429496,2,40,-0.6421000000000001,40.46,-345.584305
330,CC1=CCCOC1,-0.2346,0.0278,0.2624,98.07316494,0,40,1.353,9.23,-309.72362
331,CC12CN1CC2O,-0.23,0.0648,0.2949,99.068413908,1,40,-0.5648,23.240000000000002,-325.72213
332,C1C2COCC1O2,-0.2339,0.0936,0.3276,100.052429496,0,40,0.17409999999999992,18.46,-345.62356
333,CC(C)C1CC1O,-0.2526,0.0793,0.3319,100.088815004,1,42,1.0231999999999999,20.23,-310.898498
334,CCCC1COC1,-0.2413,0.0788,0.3201,100.088815004,0,42,1.4329,9.23,-310.893796
335,CC1NC1CC#N,-0.2641,0.0376,0.3017,96.06874825599999,1,38,0.26038,45.730000000000004,-304.683119
336,OC1CC1OC=O,-0.2591,0.0002,0.2593,102.031694052,1,40,-0.7074,46.53,-381.572521
337,CC1CC(C)C1C,-0.2775,0.08,0.3575,98.109550448,0,42,2.2984,0.0,-274.977968
338,C#CC(C#C)C#N,-0.2919,0.0039,0.2959,89.026549096,0,32,0.39258,23.79,-284.956049
339,CC1NC(=O)C1C,-0.2416,0.039,0.2807,99.068413908,1,40,0.1408000000000001,29.1,-325.80102
340,CC1=CCCC1=O,-0.2347,-0.0368,0.198,96.057514876,0,38,1.2956,17.07,-308.56127
341,CC1NC1C(C)=O,-0.2386,-0.0158,0.2228,99.068413908,1,40,-0.06430000000000025,39.010000000000005,-325.764255
342,CC1OC1CC=O,-0.251,-0.0259,0.2251,100.052429496,0,40,0.3627,29.6,-345.635474
343,CC1=CCCCC1,-0.225,0.0364,0.2614,96.093900384,0,40,2.5067000000000004,0.0,-273.807887
344,CC1CCOC=N1,-0.2451,0.0263,0.2714,99.068413908,0,40,0.8235,21.59,-325.789972
345,C1C2CC1OCC2,-0.2343,0.0847,0.319,98.07316494,0,40,1.1853,9.23,-309.698219
346,CC12CC3C1N3C2,-0.2318,0.0822,0.314,95.073499288,0,38,0.4628,3.01,-288.569733
347,CN1CC1CC#N,-0.2423,0.0294,0.2717,96.06874825599999,0,38,0.21407999999999994,26.799999999999997,-304.670054
348,COCC1CCC1,-0.25,0.0911,0.3411,100.088815004,0,42,1.4329,9.23,-310.888817
349,CC1CN1CC#N,-0.2502,0.0265,0.2767,96.06874825599999,0,38,0.21408000000000005,26.799999999999997,-304.669226
350,CN1C2CC1C2=O,-0.2481,0.0028,0.2509,97.052763844,0,38,-0.3582000000000001,20.310000000000002,-324.507343
351,O=COC1COC1,-0.2659,-0.0022,0.2637,102.031694052,0,40,-0.44179999999999997,35.53,-381.573294
352,C1CC2(COC2)O1,-0.2489,0.0618,0.3107,100.052429496,0,40,0.17569999999999997,18.46,-345.601868
353,CC#CC1CC1C,-0.2247,0.0573,0.282,94.07825032,0,38,1.6657,0.0,-272.545397
354,CC1OC2CC2O1,-0.2445,0.0956,0.3401,100.052429496,0,40,0.5201,18.46,-345.628372
355,CC1CC1OC=O,-0.2743,0.0028,0.2771,100.052429496,0,40,0.5678,26.3,-345.653246
356,O=C1OCOC1=O,-0.2903,-0.0799,0.2104,101.995308544,0,38,-0.9561000000000002,52.6,-416.377793
357,CC12CC3C(C1)N23,-0.2385,0.0875,0.3261,95.073499288,0,38,0.6053,3.01,-288.583999
358,CC1C2CC1C2C,-0.2861,0.106,0.3921,96.093900384,0,40,1.9082999999999999,0.0,-273.727816
359,N=C1OCCCO1,-0.2435,0.0454,0.2889,101.047678464,1,40,0.35806999999999994,42.31,-361.719793
360,CC12CC1OC=N2,-0.2433,0.0173,0.2607,97.052763844,0,38,0.5759,21.59,-324.569233
361,OC1CC=CC1O,-0.2527,0.0085,0.2612,100.052429496,2,40,-0.33190000000000003,40.46,-345.650704
362,C#CCC1CCC1,-0.2565,0.0559,0.3124,94.07825032,0,38,1.8098,0.0,-272.533256
363,OCCC1CC1O,-0.2536,0.0806,0.3342,102.06807956,2,42,-0.2504000000000001,40.46,-346.816826
364,CC1C=CCC1O,-0.245,0.0188,0.2638,98.07316494,1,40,0.9433,20.23,-309.723037
365,CC(O)C1OC1C,-0.2563,0.0709,0.3272,102.06807956,1,42,0.15450000000000003,32.76,-346.826871
366,OC1CC1CC#N,-0.276,0.0414,0.3174,97.052763844,1,38,0.28088,44.019999999999996,-324.563536
367,OC1CC(O)C1=O,-0.2582,-0.0386,0.2196,102.031694052,2,40,-1.3190000000000002,57.53,-381.573427
368,O=C1COCC=C1,-0.2363,-0.0578,0.1785,98.036779432,0,38,0.14190000000000003,26.3,-344.465228
369,CC1CC2OC12C,-0.2434,0.0891,0.3325,98.07316494,0,40,1.1837,12.53,-309.685365
370,CC12CC3CC1N23,-0.2367,0.0929,0.3297,95.073499288,0,38,0.6053,3.01,-288.583185
371,CC1CC1NC=O,-0.246,0.0276,0.2736,99.068413908,1,40,0.14079999999999987,29.1,-325.781885
372,O=C1CCN=CO1,-0.2799,-0.0294,0.2506,99.0320284,0,38,-0.03839999999999999,38.66,-360.552466
373,CC1CCCC1C,-0.2965,0.0785,0.375,98.109550448,0,42,2.442500000000001,0.0,-275.001603
374,C1C2CN1CCO2,-0.2102,0.0806,0.2907,99.068413908,0,40,-0.2991999999999999,12.47,-325.723408
375,CC1=CCOC1=O,-0.2672,-0.0359,0.2313,98.036779432,0,38,0.4895,26.3,-344.504713
376,CC1CCCC1=O,-0.234,-0.0123,0.2218,98.07316494,0,40,1.3755,17.07,-309.755829
377,O=C1CNCC1=O,-0.2199,-0.0939,0.126,99.0320284,1,38,-1.2722,46.17,-360.519123
378,CC1NC1CCO,-0.2433,0.0771,0.3205,101.084063972,2,42,-0.27089999999999986,42.17,-326.938129
379,O=C1CCOCC1,-0.2422,-0.0179,0.2243,100.052429496,0,40,0.3659,26.3,-345.67292
380,OC1CC11COC1,-0.2401,0.0712,0.3113,100.052429496,1,40,-0.23239999999999994,29.46,-345.594896
381,O=C1CC2CC2N1,-0.2373,0.0286,0.266,97.052763844,1,38,-0.1051999999999999,29.1,-324.602059
382,CC1CC=CC1=O,-0.2352,-0.043,0.1922,96.057514876,0,38,1.1515,17.07,-308.554143
383,[O-]C(=O)C1CC[NH2+]1,-0.2485,0.0153,0.2639,101.04767846399999,2,40,-2.927999999999999,56.739999999999995,-361.720371
384,OC1CC(=O)C1O,-0.2346,-0.0261,0.2084,102.031694052,2,40,-1.3190000000000004,57.53,-381.574953
385,CC12CC1N=CO2,-0.2423,0.018,0.2603,97.052763844,0,38,0.5759000000000001,21.59,-324.570713
386,O=C1OCCCO1,-0.2791,0.0416,0.3207,102.031694052,0,40,0.5433,35.53,-381.628726
387,CC1OC(=O)C1N,-0.246,0.0039,0.2499,101.047678464,2,40,-0.7410000000000001,52.32,-361.727754
388,CN1C=NCC1=O,-0.2455,-0.0159,0.2296,98.048012812,0,38,-0.5133000000000001,32.67,-340.677013
389,CC1C2OC1C2=O,-0.2583,-0.0126,0.2457,98.036779432,0,38,-0.02740000000000009,26.3,-344.385666
390,O=CCC1CCC1,-0.2467,-0.0193,0.2274,98.07316494,0,40,1.3755,17.07,-309.710774
391,O=C1CC=CCO1,-0.2625,0.0034,0.2659,98.036779432,0,38,0.4895,26.3,-344.487561
392,OC1C2NC1C2=O,-0.249,-0.0145,0.2345,99.0320284,2,38,-1.7295999999999998,49.33,-360.439971
393,CC(C)N1CC1C,-0.2199,0.0852,0.3051,99.10479941599999,0,42,1.0989,3.01,-291.011798
394,NC(=O)C1COC1,-0.2458,0.0172,0.263,101.047678464,2,40,-0.8819000000000001,52.32000000000001,-361.712309
395,OC1C=CCC1=O,-0.2526,-0.0299,0.2227,98.036779432,1,38,-0.12370000000000003,37.3,-344.467903
396,CCCN1CC1C,-0.2195,0.0912,0.3107,99.10479941599999,0,42,1.1005,3.01,-291.008476
397,OC12CCC1OC2,-0.2405,0.0584,0.2989,100.052429496,1,40,-0.08990000000000009,29.46,-345.605287
398,CC(=O)N1CCC1,-0.2323,0.0351,0.2674,99.068413908,0,40,0.23860000000000003,20.310000000000002,-325.78867
399,CC1OC(=N)C1O,-0.27,0.0136,0.2836,101.047678464,2,40,-0.25673,53.31,-361.702324
